DrivHist,DrivingSkill,Age,RuggedAuto,Mileage,VehicleYear,ILiCost,ThisCarDam,AntiTheft,DrivQuality,RiskAversion,GoodStudent,OtherCar,MakeModel,Accident,SocioEcon,HomeBase,PropCost,CarValue,Antilock,ThisCarCost,OtherCarCost,Theft,Airbag,MedCost,SeniorTrain,Cushioning
Many,SubStandard,Senior,Football,FiveThou,Current,Thousand,None,False,Poor,Adventurous,False,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,SportsCar,None,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,False,Economy,Severe,Middle,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,HundredThou,False,Poor
Many,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,Mild,False,Poor,Psychopath,False,True,Economy,Mild,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,Domino,Current,Thousand,None,True,Excellent,Adventurous,False,True,Luxury,None,UpperMiddle,Rural,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,Expert,Adolescent,Football,TwentyThou,Older,Thousand,None,False,Excellent,Adventurous,False,True,SportsCar,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,Football,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,False,SportsCar,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Adult,EggShell,TwentyThou,Older,Thousand,None,True,Excellent,Cautious,False,True,SportsCar,None,UpperMiddle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Football,Domino,Current,Thousand,Moderate,True,Poor,Cautious,False,True,Luxury,Moderate,UpperMiddle,Secure,HundredThou,FiftyThou,True,HundredThou,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Tank,FiftyThou,Current,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,UpperMiddle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,True,Excellent
Zero,Normal,Adult,Tank,TwentyThou,Current,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Expert,Adult,Football,Domino,Current,Thousand,None,True,Excellent,Normal,False,True,Luxury,None,UpperMiddle,Suburb,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Expert,Adult,Tank,FiveThou,Older,Thousand,None,True,Excellent,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Senior,EggShell,FiftyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,SportsCar,Severe,Prole,City,HundredThou,TenThou,False,TenThou,HundredThou,False,False,Thousand,False,Poor
Many,SubStandard,Senior,Football,FiftyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,FamilySedan,Mild,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,Football,FiveThou,Older,Thousand,None,False,Poor,Adventurous,False,False,Economy,None,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adolescent,EggShell,FiftyThou,Older,TenThou,Severe,True,Poor,Normal,False,False,SportsCar,Severe,Prole,Suburb,TenThou,FiveThou,False,TenThou,TenThou,False,False,HundredThou,False,Poor
Zero,Expert,Senior,EggShell,FiftyThou,Older,Thousand,None,False,Excellent,Adventurous,False,True,SportsCar,None,Middle,Rural,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Psychopath,False,True,FamilySedan,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,Domino,Current,TenThou,Severe,False,Poor,Adventurous,False,True,Economy,Severe,Middle,City,HundredThou,TenThou,False,TenThou,HundredThou,False,True,HundredThou,False,Poor
Many,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Adventurous,False,True,Economy,None,Prole,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,Football,FiveThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,Mild,True,Normal,Normal,True,False,Economy,Mild,Prole,Rural,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,SportsCar,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,True,Good
Many,SubStandard,Senior,EggShell,FiveThou,Older,Thousand,None,True,Poor,Normal,False,True,SportsCar,None,UpperMiddle,Rural,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
One,Normal,Adolescent,EggShell,FiftyThou,Current,Thousand,None,False,Excellent,Adventurous,False,True,SportsCar,None,UpperMiddle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,Normal,Senior,EggShell,FiftyThou,Current,Thousand,None,True,Normal,Normal,False,True,SportsCar,None,UpperMiddle,Secure,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Adult,Football,FiveThou,Older,Thousand,None,False,Poor,Adventurous,False,True,FamilySedan,Mild,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Expert,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Excellent,Normal,False,False,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,Tank,FiftyThou,Current,Thousand,None,True,Excellent,Cautious,False,True,Luxury,None,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Excellent
Many,SubStandard,Adult,Tank,TwentyThou,Current,Thousand,None,True,Poor,Normal,False,True,Luxury,Mild,UpperMiddle,Suburb,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Middle,Rural,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Expert,Senior,EggShell,TwentyThou,Older,Thousand,None,False,Excellent,Normal,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,Million,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Football,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Good
Zero,Normal,Adult,Football,Domino,Current,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,UpperMiddle,Secure,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,City,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Poor
Zero,Expert,Adolescent,Football,FiftyThou,Older,Thousand,None,False,Excellent,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Excellent,Adventurous,False,False,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Normal,Senior,Football,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Zero,Expert,Senior,Football,FiftyThou,Older,Thousand,None,True,Excellent,Cautious,False,False,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Many,SubStandard,Adolescent,Football,TwentyThou,Older,Million,Severe,False,Poor,Adventurous,False,True,FamilySedan,Severe,Middle,Suburb,HundredThou,TenThou,False,TenThou,HundredThou,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,FamilySedan,Moderate,Middle,Suburb,TenThou,TenThou,False,Thousand,TenThou,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Football,TwentyThou,Older,Thousand,Severe,True,Poor,Normal,False,True,Luxury,Severe,Wealthy,Rural,HundredThou,TwentyThou,True,HundredThou,TenThou,False,True,Thousand,False,Good
Zero,Normal,Adult,Football,Domino,Current,Thousand,None,True,Normal,Normal,False,True,Economy,None,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Poor,Psychopath,False,True,SportsCar,None,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Tank,FiftyThou,Current,Thousand,None,True,Normal,Cautious,False,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Mild,False,Poor,Normal,False,False,Economy,Mild,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,HundredThou,False,Poor
Zero,Normal,Adult,Tank,FiftyThou,Current,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Normal,Normal,False,True,Economy,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,FiftyThou,Current,Thousand,Moderate,False,Poor,Normal,False,True,Luxury,Moderate,UpperMiddle,Rural,HundredThou,FiftyThou,True,HundredThou,Thousand,False,True,Thousand,False,Poor
Many,SubStandard,Adolescent,Football,FiftyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,FamilySedan,Mild,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adolescent,Tank,TwentyThou,Older,Thousand,None,False,Poor,Adventurous,False,True,FamilySedan,None,Middle,Suburb,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
One,SubStandard,Adult,Football,FiveThou,Older,Thousand,None,True,Poor,Cautious,False,False,FamilySedan,None,Prole,Rural,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Senior,Football,FiftyThou,Current,TenThou,Severe,True,Poor,Normal,False,True,Luxury,Severe,UpperMiddle,Suburb,HundredThou,FiftyThou,True,HundredThou,TenThou,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Football,TwentyThou,Older,Thousand,Severe,True,Poor,Normal,False,True,FamilySedan,Severe,Middle,Suburb,HundredThou,TenThou,False,TenThou,TenThou,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Senior,EggShell,TwentyThou,Current,Thousand,None,True,Poor,Cautious,False,True,Economy,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,True,Fair
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,False,SportsCar,None,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,Economy,Mild,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Moderate,False,Poor,Normal,False,True,FamilySedan,Moderate,Middle,Secure,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Senior,Football,TwentyThou,Current,Thousand,None,True,Excellent,Cautious,False,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Many,SubStandard,Adult,EggShell,Domino,Older,Thousand,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,TenThou,False,False,Million,False,Poor
Many,SubStandard,Adolescent,Football,TwentyThou,Older,Thousand,Moderate,False,Poor,Normal,False,True,FamilySedan,Moderate,Middle,Secure,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Fair
Many,Normal,Adult,EggShell,TwentyThou,Current,Thousand,None,False,Normal,Normal,False,True,Economy,None,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Tank,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,False,FamilySedan,None,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Senior,EggShell,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Adult,EggShell,TwentyThou,Current,Thousand,None,True,Normal,Normal,False,True,SportsCar,None,UpperMiddle,Rural,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,Mild,False,Normal,Adventurous,False,False,FamilySedan,Mild,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
One,Normal,Adult,EggShell,Domino,Current,Thousand,None,True,Normal,Normal,False,True,SportsCar,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Expert,Adult,Football,FiftyThou,Current,Thousand,None,True,Excellent,Normal,False,True,FamilySedan,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,Football,TwentyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,True,FamilySedan,Severe,Middle,Suburb,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Fair
One,SubStandard,Adolescent,Tank,TwentyThou,Older,Thousand,None,True,Poor,Normal,False,True,FamilySedan,None,Middle,Rural,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,Tank,TwentyThou,Current,Thousand,Moderate,True,Poor,Cautious,False,True,FamilySedan,Severe,UpperMiddle,Secure,HundredThou,TenThou,False,TenThou,TenThou,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,SportsCar,None,Middle,Rural,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Current,Thousand,None,True,Normal,Normal,False,False,FamilySedan,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,False,Economy,Mild,Middle,Rural,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
One,Normal,Adolescent,Tank,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adolescent,Football,FiftyThou,Current,Thousand,Severe,False,Poor,Normal,False,True,Economy,Severe,Middle,Suburb,TenThou,TenThou,False,TenThou,TenThou,False,True,Thousand,False,Good
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,Mild,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Senior,EggShell,Domino,Older,Thousand,None,False,Excellent,Adventurous,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Adventurous,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Senior,Football,FiftyThou,Older,Thousand,None,True,Poor,Normal,False,True,FamilySedan,None,UpperMiddle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,Domino,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Tank,TwentyThou,Current,Thousand,None,True,Poor,Cautious,False,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Tank,Domino,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
One,Normal,Adult,Football,FiftyThou,Current,Thousand,Moderate,False,Poor,Adventurous,False,True,FamilySedan,Moderate,Middle,Suburb,HundredThou,TwentyThou,False,HundredThou,Thousand,False,True,Thousand,False,Fair
