mikro_2,lai_1,foto_2,meldug_2,straaling_1,foto_3,foto_4,nedboer_2,udbytte,mikro_3,lai_3,dm_3,meldug_1,meldug_4,middel_2,middel_1,temp_4,temp_1,straaling_4,temp_3,lai_4,straaling_3,middel_3,meldug_3,straaling_2,dm_1,nedboer_1,lai_2,nedboer_3,foto_1,lai_0,dm_4,mikro_1,temp_2,dm_2
V_dt_og_varmt,5_5___6_5,0_45_kg_m2,0_00___0_01__,___150_MJ_m2,0_95_kg_m2,0_60_kg_m2,____4,103___105_hkg_ha,T_rt_og_varmt,4_5___5_5,0_98_kg_m2,0_00___0_01__,0_00___0_01__,0_50_l_ha,0_25_l_ha,13_0___14_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,1_5___2_5,300___349_MJ_m2,0_75_l_ha,0_00___0_01__,150___199_MJ_m2,0_22_kg_m2,2___3,___6_5,0___1,0_45_kg_m2,4_5___5_5,1_22_kg_m2,T_rt_og_koldt,____17_0_C,0_42_kg_m2
V_dt_og_varmt,3_5___4_5,0_55_kg_m2,0_5___1__,200___249_MJ_m2,0_65_kg_m2,0_35_kg_m2,2___3,83___85_hkg_ha,T_rt_og_koldt,2_5___3_5,0_92_kg_m2,6___10__,0_00___0_01__,0_25_l_ha,0_25_l_ha,____17_0_C,13_0___14_9_C,___300_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_75_l_ha,0_00___0_01__,200___249_MJ_m2,0_32_kg_m2,2___3,3_5___4_5,2___3,0_55_kg_m2,4_5___5_5,0_98_kg_m2,T_rt_og_varmt,15_0___16_9_C,0_60_kg_m2
V_dt_og_koldt,2_5___3_5,0_45_kg_m2,0_00___0_01__,150___199_MJ_m2,0_90_kg_m2,0_55_kg_m2,____4,103___105_hkg_ha,V_dt_og_varmt,1_5___2_5,1_02_kg_m2,0_01___0_5__,0_00___0_01__,0_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,13_0___14_9_C,0_5___1_5,350___399_MJ_m2,0_50_l_ha,0_00___0_01__,200___249_MJ_m2,0_26_kg_m2,0___1,2_5___3_5,____4,0_50_kg_m2,2_5___3_5,1_22_kg_m2,T_rt_og_varmt,15_0___16_9_C,0_50_kg_m2
T_rt_og_varmt,3_5___4_5,0_55_kg_m2,0_5___1__,200___249_MJ_m2,0_70_kg_m2,0_45_kg_m2,0___1,85___87_hkg_ha,V_dt_og_varmt,2_5___3_5,0_88_kg_m2,10___25__,0_00___0_01__,0_75_l_ha,0_50_l_ha,13_0___14_9_C,____17_0_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_25_l_ha,0_00___0_01__,200___249_MJ_m2,0_26_kg_m2,____4,4_5___5_5,____4,0_50_kg_m2,3_5___4_5,1_02_kg_m2,V_dt_og_varmt,15_0___16_9_C,0_52_kg_m2
T_rt_og_varmt,0_0___0_5,0_10_kg_m2,6___10__,200___249_MJ_m2,0_00_kg_m2,0_00_kg_m2,2___3,0___1_hkg_ha,V_dt_og_varmt,0_0___0_5,0_00_kg_m2,50___100__,0_00___0_01__,0_50_l_ha,0_25_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_0___0_5,____400_MJ_m2,0_50_l_ha,0_00___0_01__,150___199_MJ_m2,0_00_kg_m2,0___1,0_0___0_5,____4,0_10_kg_m2,4_5___5_5,0_00_kg_m2,T_rt_og_koldt,13_0___14_9_C,0_02_kg_m2
V_dt_og_koldt,2_5___3_5,0_30_kg_m2,10___25__,150___199_MJ_m2,0_75_kg_m2,0_55_kg_m2,____4,85___87_hkg_ha,T_rt_og_koldt,1_5___2_5,0_76_kg_m2,50___100__,0_01___0_5__,0_l_ha,0_25_l_ha,13_0___14_9_C,13_0___14_9_C,___300_MJ_m2,13_0___14_9_C,0_5___1_5,350___399_MJ_m2,0_50_l_ha,6___10__,150___199_MJ_m2,0_26_kg_m2,0___1,1_5___2_5,2___3,0_50_kg_m2,___6_5,1_02_kg_m2,T_rt_og_varmt,13_0___14_9_C,0_34_kg_m2
V_dt_og_varmt,2_5___3_5,0_35_kg_m2,0_00___0_01__,200___249_MJ_m2,0_45_kg_m2,0_00_kg_m2,2___3,41___43_hkg_ha,V_dt_og_koldt,0_5___1_5,0_64_kg_m2,1___2__,0_00___0_01__,0_50_l_ha,0_l_ha,____17_0_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_0___0_5,____400_MJ_m2,0_75_l_ha,0_00___0_01__,150___199_MJ_m2,0_30_kg_m2,2___3,1_5___2_5,2___3,0_50_kg_m2,2_5___3_5,0_50_kg_m2,T_rt_og_koldt,13_0___14_9_C,0_46_kg_m2
V_dt_og_varmt,3_5___4_5,0_50_kg_m2,0_00___0_01__,200___249_MJ_m2,0_75_kg_m2,0_35_kg_m2,____4,89___91_hkg_ha,T_rt_og_koldt,2_5___3_5,0_94_kg_m2,10___25__,0_00___0_01__,0_75_l_ha,0_50_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,13_0___14_9_C,0_5___1_5,350___399_MJ_m2,0_75_l_ha,0_00___0_01__,150___199_MJ_m2,0_30_kg_m2,____4,3_5___4_5,2___3,0_55_kg_m2,5_5___6_5,1_04_kg_m2,V_dt_og_koldt,15_0___16_9_C,0_54_kg_m2
V_dt_og_koldt,0_5___1_5,0_25_kg_m2,1___2__,150___199_MJ_m2,0_50_kg_m2,0_00_kg_m2,____4,25___27_hkg_ha,T_rt_og_varmt,0_5___1_5,0_38_kg_m2,50___100__,0_00___0_01__,0_l_ha,0_25_l_ha,15_0___16_9_C,___13_0_C,350___399_MJ_m2,15_0___16_9_C,0_0___0_5,350___399_MJ_m2,0_75_l_ha,1___2__,200___249_MJ_m2,0_04_kg_m2,0___1,0_5___1_5,0___1,0_20_kg_m2,4_5___5_5,0_30_kg_m2,T_rt_og_koldt,15_0___16_9_C,0_16_kg_m2
V_dt_og_koldt,5_5___6_5,0_45_kg_m2,1___2__,150___199_MJ_m2,0_85_kg_m2,0_55_kg_m2,2___3,105___107_hkg_ha,T_rt_og_varmt,2_5___3_5,1_04_kg_m2,0_5___1__,6___10__,0_l_ha,0_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,13_0___14_9_C,0_5___1_5,300___349_MJ_m2,0_l_ha,2___6__,150___199_MJ_m2,0_36_kg_m2,____4,4_5___5_5,0___1,0_65_kg_m2,5_5___6_5,1_26_kg_m2,V_dt_og_varmt,13_0___14_9_C,0_58_kg_m2
V_dt_og_varmt,3_5___4_5,0_50_kg_m2,1___2__,200___249_MJ_m2,0_90_kg_m2,0_50_kg_m2,2___3,109___111_hkg_ha,V_dt_og_koldt,2_5___3_5,1_12_kg_m2,2___6__,0_00___0_01__,0_50_l_ha,0_l_ha,____17_0_C,13_0___14_9_C,___300_MJ_m2,13_0___14_9_C,0_5___1_5,350___399_MJ_m2,0_25_l_ha,0_00___0_01__,200___249_MJ_m2,0_36_kg_m2,0___1,3_5___4_5,____4,0_65_kg_m2,3_5___4_5,1_30_kg_m2,T_rt_og_koldt,____17_0_C,0_62_kg_m2
V_dt_og_varmt,2_5___3_5,0_45_kg_m2,0_00___0_01__,200___249_MJ_m2,0_85_kg_m2,0_70_kg_m2,2___3,101___103_hkg_ha,T_rt_og_varmt,1_5___2_5,0_94_kg_m2,1___2__,0_00___0_01__,0_75_l_ha,0_25_l_ha,13_0___14_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,350___399_MJ_m2,0_75_l_ha,0_00___0_01__,150___199_MJ_m2,0_26_kg_m2,2___3,3_5___4_5,0___1,0_45_kg_m2,3_5___4_5,1_20_kg_m2,V_dt_og_varmt,13_0___14_9_C,0_48_kg_m2
V_dt_og_varmt,1_5___2_5,0_35_kg_m2,6___10__,150___199_MJ_m2,0_35_kg_m2,0_00_kg_m2,2___3,29___31_hkg_ha,V_dt_og_varmt,0_5___1_5,0_48_kg_m2,50___100__,1___2__,0_l_ha,0_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,____17_0_C,0_0___0_5,300___349_MJ_m2,0_50_l_ha,25___50__,150___199_MJ_m2,0_22_kg_m2,____4,1_5___2_5,____4,0_40_kg_m2,5_5___6_5,0_34_kg_m2,V_dt_og_koldt,____17_0_C,0_38_kg_m2
V_dt_og_varmt,2_5___3_5,0_40_kg_m2,0_00___0_01__,200___249_MJ_m2,0_65_kg_m2,0_55_kg_m2,0___1,79___81_hkg_ha,T_rt_og_varmt,1_5___2_5,0_76_kg_m2,0_00___0_01__,0_00___0_01__,0_l_ha,0_50_l_ha,15_0___16_9_C,15_0___16_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,350___399_MJ_m2,0_50_l_ha,0_00___0_01__,150___199_MJ_m2,0_28_kg_m2,____4,2_5___3_5,0___1,0_50_kg_m2,2_5___3_5,0_96_kg_m2,V_dt_og_koldt,____17_0_C,0_44_kg_m2
V_dt_og_varmt,___6_5,0_50_kg_m2,0_00___0_01__,200___249_MJ_m2,1_10_kg_m2,0_25_kg_m2,2___3,105___107_hkg_ha,V_dt_og_koldt,3_5___4_5,1_22_kg_m2,0_00___0_01__,0_00___0_01__,0_l_ha,0_75_l_ha,13_0___14_9_C,___13_0_C,___300_MJ_m2,15_0___16_9_C,0_5___1_5,350___399_MJ_m2,0_75_l_ha,0_01___0_5__,150___199_MJ_m2,0_34_kg_m2,0___1,5_5___6_5,____4,0_60_kg_m2,5_5___6_5,1_26_kg_m2,V_dt_og_koldt,15_0___16_9_C,0_58_kg_m2
T_rt_og_varmt,3_5___4_5,0_45_kg_m2,6___10__,150___199_MJ_m2,0_65_kg_m2,0_00_kg_m2,0___1,55___57_hkg_ha,V_dt_og_varmt,1_5___2_5,0_78_kg_m2,25___50__,0_00___0_01__,0_25_l_ha,0_l_ha,____17_0_C,15_0___16_9_C,300___349_MJ_m2,15_0___16_9_C,0_0___0_5,300___349_MJ_m2,0_25_l_ha,0_5___1__,150___199_MJ_m2,0_24_kg_m2,0___1,3_5___4_5,2___3,0_45_kg_m2,___6_5,0_66_kg_m2,T_rt_og_koldt,13_0___14_9_C,0_46_kg_m2
V_dt_og_koldt,___6_5,0_80_kg_m2,0_00___0_01__,150___199_MJ_m2,0_85_kg_m2,0_40_kg_m2,2___3,107___109_hkg_ha,T_rt_og_koldt,3_5___4_5,1_20_kg_m2,0_01___0_5__,0_00___0_01__,0_25_l_ha,0_25_l_ha,13_0___14_9_C,13_0___14_9_C,___300_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_25_l_ha,0_00___0_01__,____250_MJ_m2,0_28_kg_m2,2___3,___6_5,0___1,0_50_kg_m2,___6_5,1_26_kg_m2,V_dt_og_koldt,___13_0_C,0_72_kg_m2
V_dt_og_varmt,2_5___3_5,0_40_kg_m2,0_00___0_01__,200___249_MJ_m2,0_65_kg_m2,0_40_kg_m2,2___3,69___71_hkg_ha,V_dt_og_varmt,2_5___3_5,0_70_kg_m2,25___50__,0_00___0_01__,0_50_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,____17_0_C,0_5___1_5,300___349_MJ_m2,0_75_l_ha,0_00___0_01__,150___199_MJ_m2,0_20_kg_m2,0___1,2_5___3_5,____4,0_45_kg_m2,4_5___5_5,0_84_kg_m2,T_rt_og_koldt,15_0___16_9_C,0_40_kg_m2
T_rt_og_koldt,3_5___4_5,0_40_kg_m2,25___50__,150___199_MJ_m2,0_60_kg_m2,0_00_kg_m2,0___1,47___49_hkg_ha,T_rt_og_varmt,1_5___2_5,0_70_kg_m2,25___50__,0_00___0_01__,0_75_l_ha,0_25_l_ha,15_0___16_9_C,____17_0_C,350___399_MJ_m2,15_0___16_9_C,0_0___0_5,300___349_MJ_m2,0_50_l_ha,0_01___0_5__,200___249_MJ_m2,0_20_kg_m2,____4,1_5___2_5,0___1,0_40_kg_m2,5_5___6_5,0_56_kg_m2,V_dt_og_varmt,15_0___16_9_C,0_42_kg_m2
V_dt_og_varmt,5_5___6_5,0_80_kg_m2,0_00___0_01__,150___199_MJ_m2,0_90_kg_m2,0_60_kg_m2,2___3,119___121_hkg_ha,V_dt_og_varmt,4_5___5_5,1_20_kg_m2,0_01___0_5__,0_00___0_01__,0_25_l_ha,0_75_l_ha,____17_0_C,13_0___14_9_C,300___349_MJ_m2,____17_0_C,1_5___2_5,300___349_MJ_m2,0_75_l_ha,0_00___0_01__,____250_MJ_m2,0_30_kg_m2,____4,___6_5,____4,0_55_kg_m2,5_5___6_5,1_40_kg_m2,V_dt_og_koldt,____17_0_C,0_72_kg_m2
V_dt_og_koldt,5_5___6_5,0_50_kg_m2,6___10__,___150_MJ_m2,0_85_kg_m2,0_50_kg_m2,____4,93___95_hkg_ha,T_rt_og_varmt,3_5___4_5,0_92_kg_m2,2___6__,0_00___0_01__,0_50_l_ha,0_l_ha,13_0___14_9_C,13_0___14_9_C,350___399_MJ_m2,____17_0_C,0_5___1_5,350___399_MJ_m2,0_75_l_ha,0_5___1__,150___199_MJ_m2,0_28_kg_m2,0___1,4_5___5_5,0___1,0_45_kg_m2,5_5___6_5,1_12_kg_m2,T_rt_og_koldt,____17_0_C,0_50_kg_m2
V_dt_og_koldt,2_5___3_5,0_30_kg_m2,50___100__,150___199_MJ_m2,0_45_kg_m2,0_40_kg_m2,2___3,57___59_hkg_ha,V_dt_og_varmt,0_5___1_5,0_50_kg_m2,25___50__,0_00___0_01__,0_50_l_ha,0_l_ha,13_0___14_9_C,13_0___14_9_C,___300_MJ_m2,____17_0_C,0_5___1_5,350___399_MJ_m2,0_25_l_ha,0_5___1__,150___199_MJ_m2,0_24_kg_m2,2___3,0_5___1_5,2___3,0_45_kg_m2,3_5___4_5,0_68_kg_m2,V_dt_og_varmt,13_0___14_9_C,0_32_kg_m2
V_dt_og_varmt,___6_5,0_65_kg_m2,0_5___1__,150___199_MJ_m2,0_85_kg_m2,0_35_kg_m2,____4,95___97_hkg_ha,V_dt_og_koldt,3_5___4_5,1_04_kg_m2,6___10__,0_00___0_01__,0_25_l_ha,0_75_l_ha,15_0___16_9_C,____17_0_C,___300_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_75_l_ha,0_00___0_01__,200___249_MJ_m2,0_20_kg_m2,2___3,5_5___6_5,____4,0_40_kg_m2,___6_5,1_14_kg_m2,T_rt_og_varmt,13_0___14_9_C,0_56_kg_m2
T_rt_og_koldt,4_5___5_5,0_60_kg_m2,0_01___0_5__,200___249_MJ_m2,0_80_kg_m2,0_45_kg_m2,0___1,101___103_hkg_ha,T_rt_og_koldt,2_5___3_5,1_02_kg_m2,0_5___1__,0_00___0_01__,0_25_l_ha,0_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,15_0___16_9_C,0_5___1_5,___300_MJ_m2,0_25_l_ha,0_00___0_01__,200___249_MJ_m2,0_34_kg_m2,2___3,4_5___5_5,2___3,0_60_kg_m2,5_5___6_5,1_20_kg_m2,T_rt_og_koldt,13_0___14_9_C,0_64_kg_m2
V_dt_og_koldt,2_5___3_5,0_45_kg_m2,1___2__,200___249_MJ_m2,0_60_kg_m2,0_50_kg_m2,2___3,75___77_hkg_ha,T_rt_og_varmt,1_5___2_5,0_74_kg_m2,50___100__,0_00___0_01__,0_25_l_ha,0_50_l_ha,____17_0_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_50_l_ha,0_00___0_01__,200___249_MJ_m2,0_28_kg_m2,____4,2_5___3_5,0___1,0_50_kg_m2,___6_5,0_90_kg_m2,V_dt_og_koldt,13_0___14_9_C,0_46_kg_m2
V_dt_og_koldt,1_5___2_5,0_40_kg_m2,0_01___0_5__,150___199_MJ_m2,0_70_kg_m2,0_25_kg_m2,____4,61___63_hkg_ha,T_rt_og_koldt,0_5___1_5,0_72_kg_m2,50___100__,0_00___0_01__,0_50_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,13_0___14_9_C,0_0___0_5,350___399_MJ_m2,0_25_l_ha,0_00___0_01__,150___199_MJ_m2,0_16_kg_m2,2___3,1_5___2_5,0___1,0_35_kg_m2,5_5___6_5,0_74_kg_m2,V_dt_og_koldt,___13_0_C,0_34_kg_m2
V_dt_og_koldt,3_5___4_5,0_40_kg_m2,0_00___0_01__,150___199_MJ_m2,0_65_kg_m2,0_30_kg_m2,2___3,71___73_hkg_ha,V_dt_og_varmt,1_5___2_5,0_80_kg_m2,0_00___0_01__,0_00___0_01__,0_75_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_25_l_ha,0_00___0_01__,150___199_MJ_m2,0_30_kg_m2,0___1,2_5___3_5,____4,0_55_kg_m2,3_5___4_5,0_84_kg_m2,T_rt_og_varmt,15_0___16_9_C,0_50_kg_m2
V_dt_og_koldt,4_5___5_5,0_45_kg_m2,0_01___0_5__,200___249_MJ_m2,0_95_kg_m2,0_50_kg_m2,2___3,95___97_hkg_ha,V_dt_og_varmt,2_5___3_5,1_00_kg_m2,10___25__,0_01___0_5__,0_25_l_ha,0_75_l_ha,13_0___14_9_C,15_0___16_9_C,___300_MJ_m2,13_0___14_9_C,0_5___1_5,____400_MJ_m2,0_l_ha,0_00___0_01__,150___199_MJ_m2,0_24_kg_m2,0___1,4_5___5_5,____4,0_50_kg_m2,5_5___6_5,1_12_kg_m2,T_rt_og_varmt,13_0___14_9_C,0_48_kg_m2
V_dt_og_varmt,2_5___3_5,0_45_kg_m2,0_5___1__,150___199_MJ_m2,0_70_kg_m2,0_55_kg_m2,____4,91___93_hkg_ha,V_dt_og_varmt,1_5___2_5,0_86_kg_m2,0_5___1__,0_01___0_5__,0_l_ha,0_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,____17_0_C,0_5___1_5,____400_MJ_m2,0_25_l_ha,2___6__,200___249_MJ_m2,0_28_kg_m2,0___1,2_5___3_5,____4,0_50_kg_m2,2_5___3_5,1_08_kg_m2,T_rt_og_koldt,13_0___14_9_C,0_48_kg_m2
V_dt_og_varmt,3_5___4_5,0_50_kg_m2,0_00___0_01__,150___199_MJ_m2,0_80_kg_m2,0_35_kg_m2,2___3,83___85_hkg_ha,T_rt_og_varmt,2_5___3_5,0_90_kg_m2,1___2__,0_00___0_01__,0_25_l_ha,0_50_l_ha,15_0___16_9_C,15_0___16_9_C,___300_MJ_m2,____17_0_C,0_5___1_5,350___399_MJ_m2,0_75_l_ha,0_00___0_01__,150___199_MJ_m2,0_24_kg_m2,____4,3_5___4_5,2___3,0_45_kg_m2,3_5___4_5,0_98_kg_m2,V_dt_og_koldt,13_0___14_9_C,0_50_kg_m2
T_rt_og_varmt,5_5___6_5,0_55_kg_m2,0_00___0_01__,___150_MJ_m2,0_80_kg_m2,0_45_kg_m2,0___1,85___87_hkg_ha,V_dt_og_varmt,3_5___4_5,0_86_kg_m2,0_01___0_5__,0_00___0_01__,0_75_l_ha,0_75_l_ha,____17_0_C,15_0___16_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,___300_MJ_m2,0_l_ha,0_00___0_01__,200___249_MJ_m2,0_12_kg_m2,____4,5_5___6_5,____4,0_30_kg_m2,5_5___6_5,1_02_kg_m2,V_dt_og_koldt,13_0___14_9_C,0_44_kg_m2
T_rt_og_varmt,4_5___5_5,0_55_kg_m2,0_01___0_5__,200___249_MJ_m2,0_80_kg_m2,0_45_kg_m2,0___1,93___95_hkg_ha,V_dt_og_varmt,3_5___4_5,1_00_kg_m2,10___25__,0_00___0_01__,0_25_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,350___399_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_75_l_ha,0_00___0_01__,200___249_MJ_m2,0_32_kg_m2,0___1,4_5___5_5,____4,0_60_kg_m2,5_5___6_5,1_12_kg_m2,T_rt_og_varmt,13_0___14_9_C,0_58_kg_m2
V_dt_og_varmt,5_5___6_5,0_60_kg_m2,0_01___0_5__,150___199_MJ_m2,0_90_kg_m2,0_40_kg_m2,0___1,101___103_hkg_ha,T_rt_og_varmt,3_5___4_5,1_12_kg_m2,0_5___1__,0_00___0_01__,0_75_l_ha,0_25_l_ha,15_0___16_9_C,___13_0_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_l_ha,0_00___0_01__,200___249_MJ_m2,0_34_kg_m2,____4,5_5___6_5,2___3,0_55_kg_m2,5_5___6_5,1_18_kg_m2,V_dt_og_varmt,____17_0_C,0_68_kg_m2
V_dt_og_varmt,3_5___4_5,0_45_kg_m2,2___6__,___150_MJ_m2,0_70_kg_m2,0_50_kg_m2,____4,77___79_hkg_ha,V_dt_og_varmt,2_5___3_5,0_78_kg_m2,25___50__,0_00___0_01__,0_75_l_ha,0_25_l_ha,13_0___14_9_C,___13_0_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_l_ha,0_00___0_01__,150___199_MJ_m2,0_20_kg_m2,0___1,3_5___4_5,____4,0_40_kg_m2,4_5___5_5,0_92_kg_m2,T_rt_og_koldt,15_0___16_9_C,0_40_kg_m2
T_rt_og_varmt,0_5___1_5,0_15_kg_m2,50___100__,150___199_MJ_m2,0_00_kg_m2,0_05_kg_m2,0___1,0___1_hkg_ha,V_dt_og_varmt,0_0___0_5,0_02_kg_m2,50___100__,50___100__,0_25_l_ha,0_l_ha,13_0___14_9_C,___13_0_C,___300_MJ_m2,15_0___16_9_C,0_0___0_5,____400_MJ_m2,0_l_ha,25___50__,150___199_MJ_m2,0_08_kg_m2,____4,0_0___0_5,____4,0_20_kg_m2,5_5___6_5,0_00_kg_m2,V_dt_og_koldt,13_0___14_9_C,0_10_kg_m2
V_dt_og_koldt,4_5___5_5,0_70_kg_m2,0_01___0_5__,___150_MJ_m2,0_70_kg_m2,0_60_kg_m2,____4,93___95_hkg_ha,V_dt_og_varmt,3_5___4_5,0_88_kg_m2,10___25__,0_00___0_01__,0_50_l_ha,0_50_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_75_l_ha,0_00___0_01__,____250_MJ_m2,0_16_kg_m2,2___3,4_5___5_5,2___3,0_35_kg_m2,5_5___6_5,1_12_kg_m2,V_dt_og_koldt,15_0___16_9_C,0_52_kg_m2
V_dt_og_varmt,2_5___3_5,0_30_kg_m2,0_00___0_01__,200___249_MJ_m2,0_60_kg_m2,0_30_kg_m2,____4,61___63_hkg_ha,T_rt_og_koldt,1_5___2_5,0_68_kg_m2,6___10__,0_00___0_01__,0_75_l_ha,0_50_l_ha,13_0___14_9_C,13_0___14_9_C,350___399_MJ_m2,13_0___14_9_C,0_0___0_5,300___349_MJ_m2,0_25_l_ha,0_00___0_01__,150___199_MJ_m2,0_28_kg_m2,0___1,2_5___3_5,0___1,0_50_kg_m2,2_5___3_5,0_74_kg_m2,T_rt_og_koldt,____17_0_C,0_38_kg_m2
V_dt_og_koldt,3_5___4_5,0_40_kg_m2,0_01___0_5__,___150_MJ_m2,0_70_kg_m2,0_50_kg_m2,2___3,71___73_hkg_ha,V_dt_og_varmt,2_5___3_5,0_68_kg_m2,0_5___1__,0_00___0_01__,0_l_ha,0_l_ha,15_0___16_9_C,15_0___16_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,___300_MJ_m2,0_l_ha,0_00___0_01__,150___199_MJ_m2,0_16_kg_m2,0___1,3_5___4_5,____4,0_35_kg_m2,3_5___4_5,0_84_kg_m2,T_rt_og_koldt,13_0___14_9_C,0_34_kg_m2
T_rt_og_koldt,5_5___6_5,0_70_kg_m2,0_00___0_01__,150___199_MJ_m2,0_85_kg_m2,0_25_kg_m2,0___1,91___93_hkg_ha,V_dt_og_varmt,2_5___3_5,1_10_kg_m2,0_01___0_5__,0_00___0_01__,0_l_ha,0_50_l_ha,13_0___14_9_C,15_0___16_9_C,___300_MJ_m2,13_0___14_9_C,0_5___1_5,350___399_MJ_m2,0_75_l_ha,0_00___0_01__,200___249_MJ_m2,0_24_kg_m2,0___1,4_5___5_5,____4,0_50_kg_m2,5_5___6_5,1_08_kg_m2,T_rt_og_varmt,13_0___14_9_C,0_62_kg_m2
V_dt_og_koldt,5_5___6_5,0_50_kg_m2,0_01___0_5__,150___199_MJ_m2,0_80_kg_m2,0_55_kg_m2,____4,97___99_hkg_ha,V_dt_og_varmt,3_5___4_5,0_94_kg_m2,1___2__,0_00___0_01__,0_50_l_ha,0_25_l_ha,13_0___14_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,350___399_MJ_m2,0_50_l_ha,0_00___0_01__,200___249_MJ_m2,0_26_kg_m2,2___3,4_5___5_5,____4,0_50_kg_m2,5_5___6_5,1_16_kg_m2,T_rt_og_varmt,15_0___16_9_C,0_52_kg_m2
T_rt_og_koldt,4_5___5_5,0_60_kg_m2,6___10__,150___199_MJ_m2,0_85_kg_m2,0_40_kg_m2,2___3,103___105_hkg_ha,T_rt_og_koldt,1_5___2_5,1_08_kg_m2,10___25__,0_00___0_01__,0_l_ha,0_50_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,13_0___14_9_C,0_5___1_5,300___349_MJ_m2,0_75_l_ha,2___6__,200___249_MJ_m2,0_30_kg_m2,0___1,3_5___4_5,0___1,0_50_kg_m2,4_5___5_5,1_22_kg_m2,T_rt_og_varmt,___13_0_C,0_60_kg_m2
V_dt_og_koldt,___6_5,0_65_kg_m2,0_00___0_01__,200___249_MJ_m2,0_80_kg_m2,0_55_kg_m2,____4,113___115_hkg_ha,T_rt_og_varmt,3_5___4_5,1_12_kg_m2,0_00___0_01__,0_00___0_01__,0_75_l_ha,0_25_l_ha,____17_0_C,13_0___14_9_C,350___399_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_l_ha,0_00___0_01__,150___199_MJ_m2,0_36_kg_m2,____4,5_5___6_5,0___1,0_65_kg_m2,5_5___6_5,1_34_kg_m2,V_dt_og_varmt,___13_0_C,0_72_kg_m2
T_rt_og_koldt,5_5___6_5,0_60_kg_m2,0_00___0_01__,200___249_MJ_m2,0_95_kg_m2,0_55_kg_m2,0___1,111___113_hkg_ha,V_dt_og_varmt,3_5___4_5,1_08_kg_m2,0_00___0_01__,0_00___0_01__,0_l_ha,0_l_ha,____17_0_C,____17_0_C,___300_MJ_m2,13_0___14_9_C,0_5___1_5,350___399_MJ_m2,0_25_l_ha,0_00___0_01__,200___249_MJ_m2,0_32_kg_m2,0___1,4_5___5_5,2___3,0_55_kg_m2,5_5___6_5,1_32_kg_m2,T_rt_og_varmt,13_0___14_9_C,0_58_kg_m2
V_dt_og_varmt,3_5___4_5,0_45_kg_m2,0_00___0_01__,____250_MJ_m2,0_90_kg_m2,0_40_kg_m2,2___3,107___109_hkg_ha,T_rt_og_varmt,2_5___3_5,1_18_kg_m2,0_01___0_5__,0_00___0_01__,0_75_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,13_0___14_9_C,0_5___1_5,300___349_MJ_m2,0_l_ha,0_00___0_01__,150___199_MJ_m2,0_52_kg_m2,2___3,3_5___4_5,0___1,0_80_kg_m2,3_5___4_5,1_28_kg_m2,T_rt_og_varmt,15_0___16_9_C,0_72_kg_m2
