CapInScen,MidLLapse,WindAloft,LowLLapse,ScenRelAMCIN,CombMoisture,MeanRH,SynForcng,AMInstabMt,ScenRelAMIns,MorningCIN,SubjVertMo,QGVertMotion,OutflowFrMt,CombClouds,SatContMoist,AreaMoDryAir,AMInsWliScen,IRCloudCover,CldShadeConv,LIfr12ZDENSd,ScnRelPlFcst,CurPropConv,N0_7muVerMo,TempDis,Scenario,MvmtFeatures,InsChange,LLIW,Boundaries,LoLevMoistAd,AreaMeso_ALS,WndHodograph,LatestCIN,MountainFcst,Date,RHRatio,VISCloudCov,ScenRel3_4,N34StarFcst,CapChange,WindFieldMt,InsInMt,InsSclInScen,CompPlFcst,CldShadeOth,RaoContMoist,MorningBound,R5Fcst,Dewpoints,CombVerMo,AMDewptCalPl,SfcWndShfDis,AMCINInScen,WindFieldPln,PlainsFcst
LessThanAve,Steep,AllElse,CloseToDryAd,CThruK,Neutral,Average,PosToNeg,None,ABI,PartInhibit,WeakUp,Neutral,None,Clear,Neutral,Wet,MoreUnstable,PC,None,N5GtLIGt_8,I,None,StrongUp,QStationary,I,NoMajor,Increasing,Unfavorable,None,WeakPos,WeakUp,Other,PartInhibit,XNIL,Aug11_Aug20,DryMMoistL,Clear,HI,XNIL,Increasing,Westerly,None,MoreUnstable,IncCapDecIns,Clear,Wet,Weak,XNIL,LowSHighN,WeakUp,Stability,MovingFtorOt,LessThanAve,E_NE,XNIL
Average,Steep,AllElse,Stable,CThruK,Wet,VeryMoist,SigNegative,Strong,H,PartInhibit,Down,Down,None,Clear,Neutral,Neutral,MoreUnstable,Clear,Some,N1GtLIGt_4,H,Slight,Neutral,QStationary,H,MarkedUpper,LittleChange,Weak,None,Neutral,Down,Westerly,Stifling,SIG,May15_Jun14,Other,PC,HI,XNIL,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,Clear,Wet,None,SIG,HighEvrywher,Down,Instability,None,Average,SEQuad,XNIL
Average,Steep,AllElse,Stable,AB,VeryWet,VeryMoist,LittleChange,Weak,ABI,PartInhibit,Neutral,Neutral,None,Cloudy,Dry,Wet,Average,Cloudy,None,N1GtLIGt_4,B,Slight,Neutral,Other,B,NoMajor,Increasing,Weak,Weak,WeakPos,Neutral,StrongWest,PartInhibit,XNIL,Jul2_Jul15,Other,Cloudy,B,SIG,Increasing,LVorOther,None,Average,IncCapDecIns,Cloudy,Dry,Weak,SIG,LowMtsHighPl,Neutral,Neutral,DenvCyclone,LessThanAve,DenvCyclone,SIG
Average,ModerateOrLe,SWQuad,CloseToDryAd,CThruK,VeryWet,Average,PosToNeg,Weak,CDEJ,PartInhibit,StronUp,Neutral,Weak,PC,Wet,VeryWet,LessUnstable,PC,Marked,N1GtLIGt_4,E,Strong,WeakUp,None,E,NoMajor,Increasing,Moderate,None,StrongPos,StrongUp,StrongWest,None,SVR,Jul16_Aug10,Other,PC,ACEFK,XNIL,LittleChange,Westerly,Strong,Average,LittleChange,Cloudy,VeryWet,None,SVR,LowAtStation,StrongUp,Stability,E_W_N,Average,DenvCyclone,XNIL
LessThanAve,ModerateOrLe,SWQuad,ModerateOrLe,AB,Neutral,Average,NegToPos,Strong,ABI,PartInhibit,Neutral,Neutral,Strong,Clear,Neutral,Wet,LessUnstable,PC,Marked,N1GtLIGt_4,A,Slight,WeakUp,Other,A,MarkedUpper,Increasing,Weak,Strong,WeakPos,WeakUp,Westerly,Stifling,SVR,Aug20_Sep15,Other,Clear,ACEFK,SIG,Decreasing,Westerly,Strong,Average,DecCapIncIns,PC,Neutral,Strong,SVR,LowMtsHighPl,WeakUp,Instability,DenvCyclone,LessThanAve,LV,SIG
MoreThanAve,CloseToDryAd,AllElse,CloseToDryAd,CThruK,Wet,Dry,LittleChange,None,G,TotalInhibit,Neutral,Neutral,None,Cloudy,Wet,VeryWet,MoreUnstable,Clear,None,N5GtLIGt_8,G,Moderate,WeakUp,Other,G,NoMajor,Decreasing,Moderate,Weak,Negative,WeakUp,Other,PartInhibit,XNIL,Aug20_Sep15,MoistMDryL,Cloudy,GJ,XNIL,Increasing,LVorOther,None,MoreUnstable,IncCapDecIns,Cloudy,Wet,None,XNIL,LowAtStation,WeakUp,Neutral,Other,MoreThanAve,LV,XNIL
MoreThanAve,ModerateOrLe,SWQuad,Steep,CThruK,Wet,Dry,PosToNeg,Strong,CDEJ,PartInhibit,Neutral,WeakUp,Strong,PC,Wet,Neutral,MoreUnstable,PC,Some,N1GtLIGt_4,D,Moderate,Neutral,Other,D,NoMajor,Decreasing,Strong,Weak,Negative,Neutral,DCVZFavor,Stifling,SIG,Jul16_Aug10,MoistMDryL,Clear,D,XNIL,LittleChange,Westerly,Strong,Average,LittleChange,PC,Neutral,None,SIG,LowMtsHighPl,Neutral,Neutral,None,MoreThanAve,SEQuad,XNIL
MoreThanAve,CloseToDryAd,LV,CloseToDryAd,CThruK,Dry,Dry,PosToNeg,Weak,G,TotalInhibit,WeakUp,Neutral,Strong,PC,Dry,Dry,LessUnstable,Cloudy,Marked,LIGt0,G,None,Neutral,None,G,NoMajor,LittleChange,Moderate,Strong,Negative,Neutral,Westerly,PartInhibit,SVR,Jun15_Jul1,MoistMDryL,Clear,GJ,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,PC,Neutral,Strong,SVR,Other,Neutral,Stability,DryLine,MoreThanAve,LongAnticyc,XNIL
Average,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Wet,Dry,SigNegative,None,CDEJ,PartInhibit,StronUp,StrongUp,None,Cloudy,Neutral,Neutral,MoreUnstable,PC,None,LILt_8,C,Strong,Neutral,Other,C,NoMajor,LittleChange,Strong,Weak,WeakPos,Neutral,Other,Stifling,XNIL,Jul16_Aug10,Other,Cloudy,ACEFK,SIG,LittleChange,Westerly,None,MoreUnstable,LittleChange,Cloudy,VeryWet,None,SIG,LowNHighS,Neutral,Instability,E_W_N,Average,WidespdDnsl,SIG
LessThanAve,Steep,NWQuad,CloseToDryAd,CThruK,Dry,Average,LittleChange,Strong,CDEJ,PartInhibit,WeakUp,Neutral,Strong,PC,Neutral,Dry,Average,Cloudy,Marked,N1GtLIGt_4,C,Slight,StrongUp,Other,C,NoMajor,Decreasing,Weak,Strong,Negative,WeakUp,DCVZFavor,Stifling,SVR,Aug11_Aug20,Other,PC,ACEFK,XNIL,Decreasing,Westerly,Strong,LessUnstable,DecCapIncIns,PC,Dry,Strong,SVR,LowNHighS,WeakUp,Instability,E_W_N,Average,LongAnticyc,XNIL
Average,ModerateOrLe,SWQuad,ModerateOrLe,CThruK,Wet,Average,LittleChange,Strong,CDEJ,PartInhibit,WeakUp,Neutral,Strong,PC,Wet,Wet,LessUnstable,Cloudy,Marked,LIGt0,E,Strong,WeakUp,None,E,NoMajor,Decreasing,Moderate,Weak,WeakPos,WeakUp,DCVZFavor,None,XNIL,May15_Jun14,MoistMDryL,PC,ACEFK,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,PC,Wet,None,XNIL,LowMtsHighPl,WeakUp,Stability,DryLine,Average,WidespdDnsl,XNIL
LessThanAve,Steep,NWQuad,Steep,CThruK,Neutral,Average,LittleChange,Strong,CDEJ,PartInhibit,Neutral,StrongUp,Strong,PC,Neutral,Wet,MoreUnstable,Clear,Marked,N5GtLIGt_8,C,None,StrongUp,Moving,C,StrongFront,Decreasing,Weak,Strong,Neutral,Neutral,DCVZFavor,TotalInhibit,SIG,Aug11_Aug20,DryMMoistL,PC,ACEFK,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,PC,Wet,None,SIG,Other,Neutral,Instability,E_W_N,LessThanAve,LongAnticyc,XNIL
LessThanAve,CloseToDryAd,NWQuad,Steep,CThruK,Wet,Average,PosToNeg,None,CDEJ,PartInhibit,Neutral,WeakUp,None,Clear,Neutral,Wet,MoreUnstable,Clear,None,N5GtLIGt_8,D,None,Neutral,None,D,StrongFront,Decreasing,Weak,Weak,Negative,Neutral,Other,PartInhibit,XNIL,May15_Jun14,DryMMoistL,Clear,D,XNIL,Decreasing,Westerly,None,LessUnstable,DecCapIncIns,Clear,Neutral,Weak,XNIL,LowEvrywhere,Neutral,Instability,None,Average,DenvCyclone,XNIL
Average,ModerateOrLe,AllElse,Steep,CThruK,Wet,Dry,SigPositive,None,K,PartInhibit,StronUp,Down,None,Clear,Wet,Neutral,MoreUnstable,PC,None,N1GtLIGt_4,K,Moderate,WeakUp,Moving,K,StrongFront,Increasing,Weak,Strong,StrongPos,Down,StrongWest,None,XNIL,Aug11_Aug20,Other,Clear,ACEFK,XNIL,LittleChange,Westerly,None,MoreUnstable,LittleChange,Clear,Neutral,Weak,XNIL,Other,Down,Instability,MovingFtorOt,Average,WidespdDnsl,XNIL
MoreThanAve,Steep,NWQuad,Stable,CThruK,Dry,Average,SigNegative,Weak,H,None,Neutral,StrongUp,None,PC,Dry,Neutral,MoreUnstable,PC,Some,LILt_8,H,Slight,Neutral,None,H,MarkedUpper,Decreasing,Moderate,None,Negative,WeakUp,Westerly,PartInhibit,SIG,Jun15_Jul1,DryMMoistL,PC,HI,XNIL,Increasing,LVorOther,Weak,MoreUnstable,IncCapDecIns,PC,VeryWet,None,SIG,LowMtsHighPl,WeakUp,Neutral,E_W_S,LessThanAve,E_NE,XNIL
Average,Steep,SWQuad,Steep,CThruK,Neutral,VeryMoist,LittleChange,None,CDEJ,None,Neutral,StrongUp,Strong,PC,VeryWet,Neutral,LessUnstable,Cloudy,Some,LIGt0,E,Slight,WeakUp,None,E,NoMajor,Increasing,Weak,Weak,StrongPos,WeakUp,Westerly,None,SVR,Aug20_Sep15,MoistMDryL,PC,ACEFK,SVR,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,Clear,Neutral,None,SVR,LowEvrywhere,WeakUp,Neutral,None,Average,LV,SVR
LessThanAve,Steep,SWQuad,ModerateOrLe,AB,Wet,VeryMoist,LittleChange,Weak,ABI,PartInhibit,StronUp,Down,Strong,PC,Dry,VeryWet,LessUnstable,Clear,Marked,N1GtLIGt_4,B,None,WeakUp,None,B,NoMajor,Decreasing,Weak,Strong,Neutral,WeakUp,DCVZFavor,None,SIG,Jul16_Aug10,DryMMoistL,PC,B,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,PC,Wet,Weak,SIG,HighEvrywher,WeakUp,Neutral,MovingFtorOt,LessThanAve,DenvCyclone,XNIL
Average,ModerateOrLe,NWQuad,CloseToDryAd,CThruK,Dry,Average,SigPositive,None,CDEJ,PartInhibit,WeakUp,StrongUp,Strong,PC,VeryWet,Neutral,MoreUnstable,PC,Marked,N5GtLIGt_8,C,None,StrongUp,QStationary,C,OtherRapid,LittleChange,Moderate,Strong,Neutral,StrongUp,Westerly,TotalInhibit,XNIL,Jul16_Aug10,Other,PC,ACEFK,XNIL,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,PC,Dry,None,XNIL,LowEvrywhere,StrongUp,Neutral,E_W_N,Average,LongAnticyc,XNIL
MoreThanAve,CloseToDryAd,AllElse,Steep,CThruK,Neutral,Dry,NegToPos,None,G,Stifling,Neutral,StrongUp,None,PC,Wet,Wet,Average,PC,None,N1GtLIGt_4,G,Slight,WeakUp,None,G,NoMajor,Increasing,Weak,Weak,WeakPos,WeakUp,DCVZFavor,None,XNIL,May15_Jun14,Other,Clear,GJ,XNIL,LittleChange,Westerly,None,Average,LittleChange,Cloudy,Neutral,Weak,XNIL,LowEvrywhere,WeakUp,Neutral,DryLine,MoreThanAve,WidespdDnsl,XNIL
Average,ModerateOrLe,SWQuad,Steep,CThruK,Neutral,Average,SigNegative,Weak,ABI,Stifling,Down,Neutral,None,PC,Neutral,Dry,LessUnstable,PC,None,N5GtLIGt_8,I,Strong,StrongUp,Moving,I,NoMajor,Increasing,Strong,Strong,Neutral,Down,Other,None,SIG,Jun15_Jul1,Other,PC,HI,SVR,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Clear,Neutral,Strong,SVR,HighEvrywher,Down,Stability,E_W_S,Average,DenvCyclone,SVR
LessThanAve,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,Wet,Dry,SigNegative,None,G,PartInhibit,StronUp,Down,None,Clear,Neutral,Wet,Average,PC,None,N1GtLIGt_4,G,Slight,StrongUp,None,G,OtherRapid,Increasing,Weak,None,StrongPos,WeakUp,Westerly,None,XNIL,Jun15_Jul1,Other,Clear,GJ,SIG,LittleChange,LVorOther,None,MoreUnstable,LittleChange,Clear,Neutral,None,SIG,LowEvrywhere,WeakUp,Neutral,DryLine,LessThanAve,LV,SIG
Average,ModerateOrLe,LV,ModerateOrLe,CThruK,VeryWet,Average,LittleChange,Weak,CDEJ,PartInhibit,Neutral,WeakUp,Weak,PC,Neutral,Wet,MoreUnstable,Clear,Some,N5GtLIGt_8,J,Moderate,WeakUp,None,J,NoMajor,Decreasing,Strong,Weak,Negative,Neutral,Westerly,PartInhibit,SIG,May15_Jun14,MoistMDryL,PC,GJ,XNIL,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,PC,VeryWet,Weak,SIG,LowAtStation,Neutral,Neutral,None,LessThanAve,LongAnticyc,XNIL
MoreThanAve,CloseToDryAd,NWQuad,Steep,CThruK,Dry,Average,PosToNeg,Weak,CDEJ,Stifling,Neutral,Down,Strong,Cloudy,Neutral,Dry,MoreUnstable,PC,Marked,LIGt0,C,Strong,Down,Other,C,NoMajor,Increasing,Strong,Strong,WeakPos,Down,DCVZFavor,PartInhibit,SIG,Jul16_Aug10,Other,Cloudy,ACEFK,XNIL,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,PC,Dry,None,SIG,LowNHighS,Down,Instability,E_W_N,MoreThanAve,LV,XNIL
MoreThanAve,Steep,SWQuad,Steep,AB,Neutral,VeryMoist,NegToPos,None,ABI,PartInhibit,Neutral,WeakUp,None,Clear,Neutral,Wet,LessUnstable,PC,None,N5GtLIGt_8,B,Strong,StrongUp,None,B,OtherRapid,LittleChange,Moderate,Weak,Negative,StrongUp,DCVZFavor,None,XNIL,May15_Jun14,Other,Clear,B,SIG,Increasing,LVorOther,None,LessUnstable,IncCapDecIns,Cloudy,Wet,Weak,SIG,LowMtsHighPl,StrongUp,Stability,DenvCyclone,Average,DenvCyclone,SIG
Average,Steep,NWQuad,Stable,CThruK,Neutral,Average,NegToPos,Strong,H,TotalInhibit,WeakUp,Down,Strong,Clear,VeryWet,Wet,MoreUnstable,PC,None,N1GtLIGt_4,H,None,StrongUp,Moving,H,NoMajor,LittleChange,Unfavorable,Weak,Neutral,WeakUp,Westerly,None,SVR,Aug20_Sep15,DryMMoistL,Clear,HI,XNIL,Decreasing,LVorOther,Strong,MoreUnstable,DecCapIncIns,PC,Neutral,Weak,SVR,LowMtsHighPl,WeakUp,Instability,None,MoreThanAve,E_NE,XNIL
MoreThanAve,Steep,AllElse,ModerateOrLe,AB,Dry,Average,LittleChange,Weak,ABI,TotalInhibit,Neutral,WeakUp,Strong,Clear,Dry,Dry,Average,Clear,Marked,N1GtLIGt_4,B,Slight,StrongUp,None,B,NoMajor,LittleChange,Moderate,Strong,Neutral,WeakUp,Westerly,Stifling,SVR,Aug20_Sep15,DryMMoistL,PC,B,XNIL,LittleChange,Westerly,Strong,Average,LittleChange,Clear,Neutral,Weak,SVR,LowSHighN,WeakUp,Neutral,DenvCyclone,MoreThanAve,DenvCyclone,XNIL
MoreThanAve,CloseToDryAd,LV,Steep,CThruK,VeryWet,Average,LittleChange,None,CDEJ,Stifling,Neutral,Neutral,Weak,Clear,VeryWet,VeryWet,LessUnstable,Cloudy,None,N1GtLIGt_4,J,Moderate,Down,None,J,NoMajor,Increasing,Weak,Weak,StrongPos,Neutral,Westerly,None,XNIL,Jul16_Aug10,MoistMDryL,Clear,GJ,XNIL,Increasing,LVorOther,Weak,MoreUnstable,IncCapDecIns,Clear,Wet,Weak,XNIL,LowMtsHighPl,Neutral,Stability,DryLine,MoreThanAve,LV,XNIL
LessThanAve,Steep,NWQuad,ModerateOrLe,AB,Wet,VeryMoist,LittleChange,None,ABI,Stifling,StronUp,Neutral,None,Cloudy,Neutral,VeryWet,LessUnstable,Clear,None,N1GtLIGt_4,B,Strong,WeakUp,QStationary,B,NoMajor,LittleChange,Moderate,None,Negative,StrongUp,StrongWest,None,XNIL,Jun15_Jul1,DryMMoistL,Cloudy,B,SVR,Increasing,LVorOther,None,LessUnstable,IncCapDecIns,Cloudy,Wet,None,SVR,HighEvrywher,StrongUp,Stability,None,LessThanAve,DenvCyclone,SVR
Average,ModerateOrLe,NWQuad,ModerateOrLe,CThruK,Wet,Dry,NegToPos,Strong,K,PartInhibit,Neutral,Neutral,Weak,Clear,Dry,Wet,Average,PC,Some,LILt_8,K,Moderate,Neutral,None,K,MarkedUpper,Increasing,Weak,Weak,WeakPos,Neutral,DCVZFavor,None,SVR,Jul16_Aug10,Other,Clear,ACEFK,XNIL,LittleChange,Westerly,Strong,Average,LittleChange,Clear,Wet,None,SVR,LowNHighS,Neutral,Stability,MovingFtorOt,Average,WidespdDnsl,XNIL
MoreThanAve,ModerateOrLe,SWQuad,ModerateOrLe,CThruK,VeryWet,Dry,SigPositive,None,K,TotalInhibit,WeakUp,Neutral,None,Cloudy,Wet,Wet,LessUnstable,PC,None,N1GtLIGt_4,K,Slight,Neutral,QStationary,K,OtherRapid,Decreasing,Weak,None,Neutral,Neutral,DCVZFavor,None,XNIL,May15_Jun14,DryMMoistL,Cloudy,ACEFK,XNIL,Decreasing,Westerly,None,LessUnstable,DecCapIncIns,PC,Dry,None,XNIL,HighEvrywher,Neutral,Stability,MovingFtorOt,MoreThanAve,WidespdDnsl,XNIL
MoreThanAve,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,Neutral,Dry,PosToNeg,Weak,G,Stifling,Neutral,Neutral,None,PC,Neutral,Neutral,LessUnstable,PC,None,N5GtLIGt_8,G,None,WeakUp,None,G,StrongFront,LittleChange,Weak,Weak,Neutral,Neutral,DCVZFavor,PartInhibit,XNIL,Jul2_Jul15,MoistMDryL,PC,GJ,XNIL,Increasing,Westerly,Weak,Average,IncCapDecIns,PC,Neutral,Weak,XNIL,LowAtStation,Neutral,Instability,None,Average,WidespdDnsl,XNIL
MoreThanAve,CloseToDryAd,AllElse,CloseToDryAd,CThruK,Neutral,Average,LittleChange,Weak,G,PartInhibit,Neutral,WeakUp,Weak,Cloudy,Dry,Wet,Average,PC,Some,N5GtLIGt_8,G,Strong,Down,None,G,MarkedUpper,LittleChange,Moderate,None,Negative,WeakUp,DCVZFavor,None,SIG,Jul16_Aug10,MoistMDryL,Cloudy,GJ,XNIL,Increasing,Westerly,Weak,Average,IncCapDecIns,Cloudy,Wet,None,SIG,LowEvrywhere,WeakUp,Stability,None,LessThanAve,WidespdDnsl,XNIL
LessThanAve,Steep,LV,Steep,AB,Dry,Dry,PosToNeg,None,ABI,PartInhibit,StronUp,Neutral,None,Clear,Neutral,Neutral,Average,Clear,None,N5GtLIGt_8,B,Slight,StrongUp,None,B,NoMajor,Decreasing,Moderate,None,Negative,StrongUp,StrongWest,None,XNIL,Jun15_Jul1,DryMMoistL,Clear,B,SIG,Decreasing,LVorOther,None,LessUnstable,DecCapIncIns,PC,VeryWet,None,SIG,LowEvrywhere,StrongUp,Stability,DenvCyclone,LessThanAve,DenvCyclone,SIG
MoreThanAve,Steep,AllElse,ModerateOrLe,CThruK,Wet,Dry,SigNegative,Strong,K,PartInhibit,Down,WeakUp,Strong,Clear,Neutral,Wet,MoreUnstable,Clear,Marked,N5GtLIGt_8,K,Slight,StrongUp,None,K,MarkedUpper,Increasing,Unfavorable,Strong,WeakPos,Neutral,StrongWest,None,SIG,Aug20_Sep15,DryMMoistL,Clear,ACEFK,XNIL,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,Clear,Neutral,None,SIG,HighEvrywher,Neutral,Instability,DryLine,MoreThanAve,LV,XNIL
MoreThanAve,Steep,LV,ModerateOrLe,CThruK,Wet,Dry,LittleChange,Weak,CDEJ,TotalInhibit,Down,Neutral,None,PC,Dry,VeryWet,LessUnstable,PC,None,N1GtLIGt_4,J,Strong,StrongUp,Other,J,NoMajor,Increasing,Moderate,Strong,StrongPos,Neutral,DCVZFavor,None,XNIL,Aug20_Sep15,MoistMDryL,PC,GJ,SVR,LittleChange,LVorOther,Weak,Average,LittleChange,PC,Dry,Weak,SVR,LowNHighS,Neutral,Neutral,None,MoreThanAve,LV,SVR
Average,Steep,NWQuad,Steep,CThruK,Dry,VeryMoist,SigPositive,Strong,CDEJ,Stifling,Neutral,StrongUp,None,Clear,Dry,Dry,MoreUnstable,Clear,None,LILt_8,D,None,Down,Other,D,MarkedUpper,LittleChange,Unfavorable,Weak,Neutral,Neutral,Other,None,SIG,May15_Jun14,DryMMoistL,Clear,D,SVR,Decreasing,LVorOther,Strong,MoreUnstable,DecCapIncIns,Clear,Dry,Weak,SVR,LowAtStation,Neutral,Neutral,None,Average,WidespdDnsl,SVR
MoreThanAve,Steep,NWQuad,Steep,CThruK,Wet,Average,PosToNeg,Strong,CDEJ,Stifling,Down,Neutral,Weak,Clear,Neutral,Dry,LessUnstable,Clear,Some,N1GtLIGt_4,D,None,Down,Other,D,OtherRapid,Increasing,Unfavorable,Strong,StrongPos,Down,DCVZFavor,PartInhibit,SIG,May15_Jun14,DryMMoistL,Clear,D,XNIL,Increasing,Westerly,Strong,Average,IncCapDecIns,Clear,Neutral,Weak,SIG,LowMtsHighPl,Down,Stability,DryLine,Average,WidespdDnsl,XNIL
Average,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Wet,Dry,PosToNeg,Weak,G,Stifling,Neutral,Down,Weak,Clear,VeryWet,VeryWet,LessUnstable,Clear,None,LIGt0,G,None,Neutral,None,G,MarkedUpper,Decreasing,Weak,Weak,Negative,Neutral,Other,TotalInhibit,XNIL,May15_Jun14,MoistMDryL,PC,GJ,XNIL,LittleChange,Westerly,Weak,LessUnstable,LittleChange,PC,Dry,Weak,XNIL,LowEvrywhere,Neutral,Stability,None,Average,LV,XNIL
LessThanAve,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Neutral,Dry,LittleChange,Strong,G,None,Neutral,StrongUp,Weak,PC,Neutral,Wet,Average,PC,Marked,N5GtLIGt_8,G,Strong,Neutral,None,G,MarkedUpper,LittleChange,Moderate,Weak,WeakPos,WeakUp,Westerly,None,SIG,Jul2_Jul15,Other,Clear,GJ,SIG,LittleChange,LVorOther,Strong,Average,LittleChange,PC,Neutral,Weak,SIG,LowEvrywhere,WeakUp,Stability,E_W_S,LessThanAve,WidespdDnsl,SIG
MoreThanAve,ModerateOrLe,AllElse,CloseToDryAd,CThruK,Neutral,Dry,NegToPos,None,CDEJ,PartInhibit,Neutral,WeakUp,None,Clear,Neutral,Neutral,Average,Clear,Some,LIGt0,E,Slight,WeakUp,None,E,NoMajor,LittleChange,Moderate,None,WeakPos,WeakUp,Westerly,TotalInhibit,SIG,Aug20_Sep15,Other,PC,ACEFK,XNIL,Decreasing,Westerly,Weak,MoreUnstable,DecCapIncIns,PC,VeryWet,None,SIG,LowSHighN,WeakUp,Instability,E_W_N,MoreThanAve,LV,XNIL
Average,Steep,LV,CloseToDryAd,CThruK,Neutral,Average,LittleChange,Weak,CDEJ,PartInhibit,Neutral,Neutral,Strong,PC,Neutral,Dry,Average,PC,Marked,N1GtLIGt_4,J,Slight,Down,Moving,J,NoMajor,LittleChange,Unfavorable,Strong,WeakPos,Down,DCVZFavor,None,XNIL,Jun15_Jul1,MoistMDryL,PC,GJ,XNIL,LittleChange,LVorOther,Strong,Average,LittleChange,PC,Dry,Strong,XNIL,Other,Down,Stability,E_W_N,Average,E_NE,XNIL
MoreThanAve,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Dry,Dry,LittleChange,Strong,G,TotalInhibit,Neutral,Down,Strong,Clear,Neutral,Dry,Average,Cloudy,None,N5GtLIGt_8,G,Slight,WeakUp,None,G,MarkedUpper,Decreasing,Weak,Weak,Negative,Down,Other,None,SIG,Aug11_Aug20,MoistMDryL,Clear,GJ,XNIL,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Clear,Dry,None,SIG,LowAtStation,Down,Stability,None,MoreThanAve,LV,XNIL
MoreThanAve,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,Wet,Dry,SigPositive,Strong,CDEJ,PartInhibit,Neutral,WeakUp,Strong,Clear,Wet,Wet,Average,PC,Marked,N1GtLIGt_4,D,Slight,Neutral,None,D,OtherRapid,Increasing,Weak,Weak,WeakPos,Neutral,StrongWest,None,SIG,Jul16_Aug10,DryMMoistL,Clear,D,SVR,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Clear,Wet,None,SVR,LowMtsHighPl,Neutral,Stability,None,Average,WidespdDnsl,SVR
Average,CloseToDryAd,AllElse,ModerateOrLe,CThruK,Neutral,Dry,LittleChange,Weak,ABI,None,Neutral,Neutral,Weak,PC,Neutral,Neutral,LessUnstable,PC,Marked,N1GtLIGt_4,I,None,StrongUp,Other,I,OtherRapid,Decreasing,Weak,None,Neutral,StrongUp,Other,PartInhibit,SIG,Aug20_Sep15,DryMMoistL,Cloudy,HI,XNIL,Increasing,Westerly,Weak,LessUnstable,IncCapDecIns,Cloudy,Neutral,None,SIG,LowSHighN,StrongUp,Stability,E_W_S,LessThanAve,LV,XNIL
LessThanAve,Steep,LV,CloseToDryAd,AB,Neutral,Average,LittleChange,None,ABI,PartInhibit,Neutral,Down,None,PC,Neutral,Neutral,LessUnstable,Clear,None,N1GtLIGt_4,B,None,StrongUp,None,B,OtherRapid,Increasing,Weak,Weak,Negative,Neutral,Westerly,PartInhibit,XNIL,Jul16_Aug10,Other,PC,B,SIG,LittleChange,LVorOther,None,LessUnstable,LittleChange,PC,Wet,Weak,SIG,HighEvrywher,Neutral,Instability,DenvCyclone,LessThanAve,DenvCyclone,SIG
LessThanAve,CloseToDryAd,AllElse,Steep,CThruK,Wet,Average,NegToPos,Weak,CDEJ,Stifling,Neutral,Neutral,None,PC,Wet,Wet,MoreUnstable,Cloudy,None,N1GtLIGt_4,C,None,Down,QStationary,C,OtherRapid,LittleChange,Weak,None,WeakPos,Neutral,DCVZFavor,Stifling,XNIL,Aug20_Sep15,MoistMDryL,PC,ACEFK,XNIL,Decreasing,LVorOther,Weak,MoreUnstable,DecCapIncIns,PC,Wet,None,XNIL,Other,Neutral,Instability,E_W_N,Average,LongAnticyc,XNIL
Average,ModerateOrLe,NWQuad,ModerateOrLe,CThruK,Dry,Dry,LittleChange,Strong,CDEJ,PartInhibit,Neutral,StrongUp,Weak,Clear,Dry,Dry,LessUnstable,Clear,Marked,N1GtLIGt_4,E,None,Neutral,None,E,NoMajor,LittleChange,Strong,None,Negative,WeakUp,DCVZFavor,TotalInhibit,SVR,Jul2_Jul15,MoistMDryL,Clear,ACEFK,XNIL,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,PC,Neutral,None,SVR,LowAtStation,WeakUp,Stability,E_W_S,LessThanAve,LV,XNIL
LessThanAve,Steep,NWQuad,Stable,AB,Wet,Average,PosToNeg,Strong,ABI,PartInhibit,Neutral,StrongUp,None,Clear,VeryWet,VeryWet,MoreUnstable,Clear,None,N1GtLIGt_4,B,Moderate,Down,Other,B,MarkedUpper,Decreasing,Weak,Strong,Negative,WeakUp,Other,None,SIG,Jul2_Jul15,DryMMoistL,Clear,B,XNIL,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,Clear,Dry,Weak,SIG,LowAtStation,WeakUp,Instability,None,Average,DenvCyclone,XNIL
